ID,MS,NMSP,VE
10547,0.488313953,37.46866279,6.11744186
10548,0.596512456,48.37640569,5.929893238
10549,0.592732919,57.91226708,6.166770186
10550,0.621967655,66.77522911,5.528032345
10551,0.637358491,59.93779874,6.794968553
10552,0.455833333,32.46038889,5.758611111
10553,0.450188679,22.23924528,4.420754717
10554,0.352601626,13.84439024,5.428455285
10555,0.528012821,41.56291667,4.968814103
10556,0.49698324,61.9102514,7.406424581
10557,0.5930131,58.54296943,6.572489083
10558,0.462347826,37.93013043,5.043695652
10559,0.645776398,69.72447205,6.090062112
10560,0.576784566,64.79196141,7.710289389
10561,0.508960674,54.22786517,7.048033708
10562,0.555105263,59.9825,7.974473684
10563,0.566826347,63.57556886,6.917664671
10564,0.483134328,45.42910448,4.552238806
10565,0.571522989,62.02448276,6.005747126
10566,0.609349593,63.0145122,7.206097561
10567,0.580714286,67.5838,7.316857143
10568,0.595548173,78.34541528,7.405647841
10569,0.616124031,63.98596899,5.78255814
10570,0.609949495,54.56919192,5.540909091
10571,0.616139706,55.56308824,5.387867647
10572,0.382179487,24.91089744,4.883760684
10573,0.591944444,52.23077778,4.894444444
10574,0.483036437,38.30506073,5.35708502
10575,0.631619433,40.03489879,5.378137652
10576,0.588924731,35.33587814,4.594623656
10577,0.444567901,25.64027778,6.520679012
10578,0.592934783,51.7957971,5.588405797
10579,0.640168067,70.75697479,5.872268908
10580,0.416916996,20.71636364,3.806324111
10581,0.520992366,47.97610687,5.561068702
10582,0.544356436,43.04960396,6.107425743
10583,0.6728,69.4368,5.184
10584,0.567247706,50.82825688,5.952293578
10585,0.511,34.46438462,5.106153846
10586,0.471368421,47.36810526,6.338947368
10587,0.484105263,35.01305263,5.921052632
10588,0.586635514,48.77700935,5.28317757
10589,0.598717949,48.96076923,4.628205128
10590,0.58244898,58.57928571,5.870408163
10591,0.59875,59.12238636,5.295454545
10592,0.449433962,29.22169811,5.333018868
10593,0.616458333,55.27802083,6.2
10594,0.524785714,52.93264286,6.500714286
10595,0.486848485,16.53884848,3.676363636
10596,0.550425532,77.6656383,9.314893617
10597,0.589888889,48.92988889,5.721111111
10598,0.454166667,44.48625,5.941666667
10599,0.256173913,10.42347826,6.172173913
10600,0.615730337,86.02573034,7.449438202
10601,0.612643678,68.93655172,6.51954023
10602,0.53,56.45767956,7.684530387
10603,0.528888889,59.93857143,7.453439153
10604,0.459731544,26.45221477,5.198657718
10605,0.454216867,27.71662651,4.918072289
10606,0.580114943,73.65132184,7.175862069
